,0,1
宾馆,-7.178954123506608,-6.879933977710611
比较,-5.832699923824039,-6.4230814176892865
陈旧,-8.541638618987363,-7.7724971484238115
特价,-9.76808427916536,-9.381935060857911
房间,-5.669204561777867,-5.280147005923151
一般,-6.970248774190794,-6.528640720744646
总体,-7.37432979903302,-8.52972318566828
怀着,-10.77968519084384,-11.139792978410284
十分,-8.515321310669991,-8.988030775150824
激动,-10.913216583468362,-11.139792978410284
心情,-8.639619027347567,-8.606096164452852
放映,-12.859126732523675,-11.650618602176277
看着,-8.370490362791536,-8.723879200109236
发现,-7.178954123506608,-6.7830841517206935
完毕,-10.77968519084384,-10.66978934916455
出现,-8.715992006132142,-8.306579634354069
一集,-11.472832371403785,-11.650618602176277
米老鼠,-12.859126732523675,-10.957471421616331
动画片,-11.249688820089574,-11.362936529724495
怀疑,-9.723632516594526,-8.760246844280111
是不是,-8.700243649164003,-8.076402056382479
赠送,-9.275607794067565,-9.453394024840057
个别现象,-12.859126732523675,-11.650618602176277
后来,-7.961286932572763,-7.364735828055297
每张,-12.859126732523675,-11.139792978410284
DVD,-9.814604294800251,-10.041180689742175
后面,-8.8701426859594,-8.574843620948748
真不知道,-12.16597955196373,-9.417026380669181
生产商,-12.16597955196373,-12.05608371028444
想,-7.213679834880437,-7.177076858666621
我想,-8.014939646065084,-8.271894076366179
猫和老鼠,-12.16597955196373,-11.139792978410284
厂家,-11.760514443855564,-10.18428153338285
全套,-10.556541639529629,-10.44664579785034
唐老鸭,-12.859126732523675,-11.362936529724495
添加,-10.913216583468362,-10.66978934916455
算,-8.596446855482359,-9.011561272561018
简直,-9.275607794067565,-7.779417591268385
画蛇添足,-12.859126732523675,-12.05608371028444
稍微,-9.097926616830112,-8.797987172262959
重了,-12.859126732523675,-9.916017546788169
点,-7.586127173959928,-7.093239080024532
可能,-7.286972700345911,-7.069058281827318
硬盘,-7.93914580669555,-7.937046535471968
原故,-12.859126732523675,-12.749230890844386
再轻,-12.859126732523675,-12.749230890844386
半斤,-12.859126732523675,-12.749230890844386
进一步,-10.220069402908416,-10.44664579785034
验证,-10.77968519084384,-12.749230890844386
贴,-9.45792935086152,-9.704708453120963
几种,-11.472832371403785,-11.650618602176277
膜,-10.556541639529629,-10.18428153338285
气泡,-12.16597955196373,-12.05608371028444
不了,-9.121457114240307,-8.379783038377363
多久,-11.760514443855564,-10.957471421616331
更换,-9.76808427916536,-9.381935060857911
屏幕,-7.447480680668635,-7.369333537303926
稍,-9.601030194502192,-9.381935060857911
好点,-11.249688820089574,-10.110173561229127
没有,-5.822099117837398,-5.118284309953927
要强,-11.249688820089574,-12.05608371028444
建议,-7.660629701257849,-7.204053446364823
配赠,-12.859126732523675,-12.749230890844386
几张,-10.661902155187455,-10.803320741789072
用户,-10.220069402908416,-9.417026380669181
交通,-7.586127173959928,-8.688787880297966
方便,-6.57312863801481,-7.298192437278685
环境,-7.1553442578674735,-7.725350369998109
服务态度,-8.393218613869092,-8.03970068953205
 ,-4.465231757451931,-4.090711763337713
不错,-5.119767529834577,-6.833028828236951
作者,-6.964723898258824,-7.455926066119893
观点,-8.781589288617955,-9.34803350918223
颠覆,-11.760514443855564,-12.749230890844386
目前,-8.639619027347567,-9.222870366228225
中国,-7.759260304699477,-8.405425468990702
父母,-8.158646366731258,-9.613736674915236
教育,-8.131738913811335,-8.92058949435529
方式,-8.568667291375284,-9.011561272561018
其实,-7.531250563734094,-8.076402056382479
古,-11.472832371403785,-11.650618602176277
已经,-7.0509842425432305,-7.1144412876751355
系统,-7.109733746615421,-6.554825499739713
体系,-10.77968519084384,-11.650618602176277
现在,-6.900702039493893,-7.177076858666621
祖父母,-12.859126732523675,-12.749230890844386
更,-6.865165305217106,-7.426220911705977
娇惯,-12.859126732523675,-12.749230890844386
纵容,-12.859126732523675,-12.749230890844386
孩子,-6.325337894590331,-7.227769972982139
放眼看去,-12.859126732523675,-12.749230890844386
自私,-10.661902155187455,-10.957471421616331
大多数,-10.086538010283894,-9.804791911677945
觉得,-6.4960986289832094,-6.814336695224798
外面,-8.947103727095529,-8.445165797640216
吃亏,-11.472832371403785,-11.650618602176277
好事,-11.760514443855564,-11.139792978410284
完全,-8.337338155474635,-7.75201861708027
古人,-11.249688820089574,-11.362936529724495
几千年,-12.16597955196373,-12.05608371028444
总结,-9.526922222348471,-9.613736674915236
古训,-12.859126732523675,-12.749230890844386
抛,-12.859126732523675,-12.749230890844386
九霄云外,-12.859126732523675,-12.749230890844386
推荐,-7.162033246018271,-7.52887506576606
准妈妈,-11.472832371403785,-12.749230890844386
等待,-9.96875497462751,-9.283494988044659
宝宝,-7.677343182231589,-8.92058949435529
降临,-12.859126732523675,-12.749230890844386
好好学习,-11.067367263295619,-12.749230890844386
一下,-7.395294927498065,-7.211896623825849
成,-9.332766207907513,-8.878029879936495
一个,-5.998463061075388,-5.951290477869455
爱心,-10.77968519084384,-11.650618602176277
责任心,-12.16597955196373,-11.650618602176277
宽容,-10.294177375062137,-12.05608371028444
大度,-11.760514443855564,-11.650618602176277
第一,-9.24820881987945,-9.138312978200162
本书,-5.786704831986304,-6.227138092674233
铺垫,-11.472832371403785,-12.05608371028444
读,-7.279396906537452,-8.227442313795345
第二本,-10.77968519084384,-11.650618602176277
进入状态,-12.859126732523675,-12.749230890844386
基本上,-8.967306434413048,-9.34803350918223
围绕,-11.067367263295619,-11.139792978410284
主角,-9.814604294800251,-10.264324241056386
能力,-8.464677577851235,-9.34803350918223
训练,-10.77968519084384,-12.749230890844386
展开,-10.661902155187455,-11.650618602176277
故事,-7.044996200698608,-7.8513910908934745
主要,-8.305249840923134,-8.797987172262959
发生,-8.816075464689124,-9.138312978200162
场地,-12.859126732523675,-12.05608371028444
设置,-9.362619171057194,-8.706179623009835
美洲,-12.16597955196373,-12.749230890844386
亚马逊,-12.16597955196373,-12.749230890844386
丛林,-12.859126732523675,-12.749230890844386
心里,-8.515321310669991,-9.417026380669181
一直,-7.361958507230473,-7.619332175921312
疑惑,-11.249688820089574,-12.05608371028444
西藏,-11.472832371403785,-12.05608371028444
关系,-9.22154057279729,-9.165711952388275
大概,-8.781589288617955,-8.741897705611915
书,-6.216639931156418,-6.276884596343485
知道,-6.945623726885405,-6.367414873438287
内里,-11.249688820089574,-12.05608371028444
线索,-12.16597955196373,-12.749230890844386
描述,-9.362619171057194,-9.530355065976185
很多,-6.541962045776391,-6.894158968641959
热带雨林,-12.859126732523675,-12.749230890844386
中,-6.53118994879448,-7.169501064858164
特有,-10.77968519084384,-12.749230890844386
神秘,-9.96875497462751,-11.650618602176277
动植物,-12.859126732523675,-12.749230890844386
生存,-10.556541639529629,-10.803320741789072
技巧,-9.914687753357235,-10.44664579785034
常识,-10.151076531421465,-10.957471421616331
受益匪浅,-9.22154057279729,-11.362936529724495
能够,-8.195687638411608,-8.638357026671073
想像出,-12.859126732523675,-12.749230890844386
写,-7.575923003785686,-7.491735518816604
一部,-8.987925721615785,-10.552006313508166
